switch_ip,interface,mac_voice,mac_access,ip_voice,ip_access
192.168.126.7,Gi3/0/18,N/A,0040.9d6c.e363,N/A,192.168.126.34
192.168.126.7,Gi3/0/19,20bb.c020.b3cf,c808.e94d.a064,192.168.127.25,192.168.126.159
192.168.126.7,Gi3/0/20,N/A,785d.c8be.fcf8,N/A,192.168.126.156
192.168.126.7,Gi3/0/21,N/A,785d.c8be.e0fa,N/A,192.168.126.147
192.168.126.7,Gi3/0/22,20bb.c020.a9bd,c808.e94d.a073,192.168.127.156,192.168.126.205
192.168.126.7,Gi3/0/23,N/A,a823.fea2.ebdc,N/A,192.168.126.140
192.168.126.7,Gi3/0/24,N/A,785d.c8be.e062,N/A,192.168.126.101
192.168.126.7,Gi3/0/25,c800.84ec.6519,c808.e94d.9f79,192.168.127.151,192.168.126.105
192.168.126.7,Gi3/0/26,c800.84ec.653b,c808.e94d.ae58,192.168.127.42,10.1.90.154
192.168.126.7,Gi3/0/27,c800.84ed.a089,c808.e94d.9fc8,192.168.127.148,192.168.126.207
192.168.126.7,Gi3/0/28,N/A,84ba.3b9a.e350,N/A,192.168.126.16
192.168.126.7,Gi3/0/29,0021.5554.4487,f439.090c.c2c8,192.168.127.160,192.168.126.114
192.168.126.7,Gi3/0/30,cc70.ed34.1a88,842b.2b9b.ac7d,192.168.127.137,10.2.21.140
192.168.126.7,Gi3/0/31,N/A,5cff.35c2.0442,N/A,192.168.126.206
192.168.126.7,Gi3/0/32,N/A,00d0.5f00.629a,N/A,192.168.126.118
192.168.126.7,Gi3/0/33,74a2.e69e.f780,14c9.13a7.f13a,192.168.127.26,192.168.126.94
192.168.126.7,Gi3/0/34,N/A,5cff.35c1.caa0,N/A,192.168.126.63
192.168.126.7,Gi3/0/35,N/A,00d0.5f01.e5c9,N/A,192.168.126.199
192.168.126.7,Gi3/0/36,N/A,00d0.5f01.e611,N/A,192.168.126.154
192.168.126.7,Gi3/0/37,N/A,5cff.35c1.ca8f,N/A,192.168.126.216
192.168.126.7,Gi3/0/38,N/A,5cff.35c1.c908,N/A,192.168.126.134
192.168.126.7,Gi3/0/39,N/A,5cff.35c2.0447,N/A,192.168.126.167
192.168.126.7,Gi3/0/40,N/A,5cff.35c1.ca6a,N/A,192.168.126.111
192.168.126.7,Gi3/0/41,N/A,5cff.35c2.04ba,N/A,192.168.126.129
192.168.126.7,Gi3/0/42,N/A,5cff.35c1.c8e4,N/A,192.168.200.196
192.168.126.7,Gi3/0/43,203a.0782.6125,N/A,192.168.127.155,N/A
192.168.126.7,Gi3/0/44,N/A,0040.8c93.177d,N/A,192.168.126.87
192.168.126.7,Gi3/0/45,N/A,0040.8c91.41dd,N/A,192.168.126.42
192.168.126.7,Gi3/0/46,N/A,0040.8c91.a696,N/A,192.168.126.86
192.168.126.7,Gi3/0/47,N/A,0040.8c93.1836,N/A,192.168.126.88
192.168.126.7,Gi3/0/48,N/A,74fe.485b.965b,N/A,192.168.126.190
192.168.126.7,Gi4/0/1,N/A,785d.c8be.e07d,N/A,192.168.126.112
192.168.126.7,Gi4/0/2,N/A,00d0.5f00.d9d3,N/A,192.168.126.133
192.168.126.7,Gi4/0/3,N/A,00d0.5f00.e19d,N/A,192.168.126.127
192.168.126.7,Gi4/0/4,N/A,00d0.5f00.d892,N/A,192.168.126.130
192.168.126.7,Gi4/0/5,N/A,00d0.5f00.d9ce,N/A,192.168.126.132
192.168.126.7,Gi4/0/6,N/A,00d0.5f00.d6ff,N/A,192.168.126.128
192.168.126.7,Gi4/0/7,6c50.4dda.32f8,a823.fea2.eb80,192.168.127.33,10.2.21.204
192.168.126.7,Gi4/0/9,N/A,0060.b0c5.b931,N/A,10.1.100.163
192.168.126.7,Gi4/0/11,N/A,1803.73c2.c1cf,N/A,192.168.126.161
192.168.126.7,Gi4/0/12,a44c.11dd.7676,785d.c882.0b85,192.168.127.161,10.2.21.164
192.168.126.7,Gi4/0/13,N/A,0040.8ca7.435a,N/A,192.168.126.76
192.168.126.7,Gi4/0/14,c800.84ec.bd0f,c808.e94d.9fb4,192.168.127.21,192.168.126.172
192.168.126.7,Gi4/0/15,N/A,000f.e501.efd6,N/A,192.168.126.36
192.168.126.7,Gi4/0/16,N/A,0018.850d.9076,N/A,192.168.126.37
192.168.126.7,Gi4/0/17,N/A,0040.8cee.c71d,N/A,192.168.126.85
192.168.126.7,Gi4/0/18,N/A,0040.8ca7.4450,N/A,192.168.126.75
192.168.126.7,Gi4/0/19,N/A,0040.8ca7.4454,N/A,192.168.126.74
192.168.126.7,Gi4/0/20,N/A,0040.8ca7.4451,N/A,192.168.126.99
192.168.126.7,Gi4/0/21,N/A,0040.8ca7.4e26,N/A,192.168.126.98
192.168.126.7,Gi4/0/22,N/A,0040.8ca7.4456,N/A,192.168.126.77
192.168.126.7,Gi4/0/23,N/A,0040.8ca7.4350,N/A,192.168.126.79
192.168.126.7,Gi4/0/24,N/A,0040.8ca7.4361,N/A,192.168.126.78
192.168.126.7,Gi4/0/25,N/A,84b8.02b3.b8dc,N/A,192.168.126.198
192.168.126.7,Gi4/0/26,N/A,84b8.02af.d334,N/A,192.168.126.184
192.168.126.7,Gi4/0/27,N/A,74bf.c045.90e6,N/A,192.168.126.68
192.168.126.7,Gi4/0/28,N/A,84b8.02b5.fa80,N/A,10.100.12.52
192.168.126.7,Gi4/0/29,N/A,84b8.02b3.bce4,N/A,10.100.12.51
192.168.126.7,Gi4/0/30,N/A,84b8.02b5.faa4,N/A,10.100.12.158
192.168.126.7,Gi4/0/31,N/A,84b8.02b5.f928,N/A,10.100.12.55
192.168.126.7,Gi4/0/32,20bb.c020.b29b,1803.7348.3bfe,192.168.127.16,10.2.21.162
192.168.126.7,Gi4/0/34,000e.d759.1a2c,N/A,192.168.127.19,N/A
192.168.126.7,Gi4/0/35,N/A,00d0.5f00.d980,N/A,192.168.126.125
192.168.126.7,Gi4/0/36,N/A,00d0.5f00.d9c7,N/A,192.168.126.124
192.168.126.7,Gi4/0/37,N/A,c465.16a0.d0fc,N/A,192.168.126.123
192.168.126.7,Gi4/0/39,682c.7b41.2b6f,N/A,192.168.127.147,N/A
192.168.126.7,Gi4/0/40,N/A,00d0.7105.2540,N/A,192.168.126.176
192.168.126.7,Gi4/0/41,N/A,14c9.132d.5dea,N/A,192.168.126.126
192.168.126.7,Gi4/0/42,N/A,00d0.5f01.cd7d,N/A,192.168.126.204
192.168.126.7,Gi4/0/43,N/A,00d0.5f01.cd5d,N/A,192.168.126.203
192.168.126.7,Gi4/0/44,N/A,0007.4d94.9166,N/A,192.168.126.224
192.168.126.7,Gi4/0/45,c800.84ec.bd1d,c808.e94d.ae87,192.168.127.150,192.168.126.223
192.168.126.7,Gi4/0/46,203a.0782.3353,c808.e94d.9ffb,192.168.127.43,192.168.126.95
192.168.126.7,Gi4/0/47,203a.0782.72bd,c808.e94d.ad53,192.168.127.31,10.1.100.211
192.168.126.7,Gi4/0/48,10bd.18dd.1ca4,N/A,192.168.127.159,N/A
192.168.126.7,Gi5/0/1,N/A,0040.8ca7.4455,N/A,192.168.126.80
192.168.126.7,Gi5/0/2,N/A,0040.8ca7.445c,N/A,192.168.126.97
192.168.126.7,Gi5/0/3,N/A,001e.8fd8.38a1,N/A,192.168.126.233
192.168.126.7,Gi5/0/4,N/A,0040.8ca7.445f,N/A,192.168.126.100
192.168.126.7,Gi5/0/5,N/A,785d.c8be.fcea,N/A,192.168.126.69
192.168.126.7,Gi5/0/6,N/A,e4e7.49a4.1139,N/A,192.168.126.148
192.168.126.7,Gi5/0/7,f0b2.e58e.6dba,N/A,192.168.127.28,N/A
192.168.126.7,Gi5/0/8,N/A,0018.7dc2.b2cd,N/A,192.168.126.221
192.168.126.7,Gi5/0/9,N/A,0018.7dc2.4664,N/A,192.168.126.231
192.168.126.7,Gi5/0/10,N/A,0018.7dc2.6fb4,N/A,192.168.126.220
192.168.126.7,Gi5/0/12,N/A,0018.7dc2.b3b6,N/A,192.168.126.135
192.168.126.7,Gi5/0/15,N/A,0018.7dc2.451e,N/A,192.168.126.136
192.168.126.7,Gi5/0/18,N/A,a823.fea2.ecf3,N/A,192.168.126.173
192.168.126.7,Gi5/0/22,N/A,785d.c8be.fd2d,N/A,192.168.126.66
192.168.126.7,Gi5/0/23,N/A,0018.7dc2.6fa7,N/A,192.168.126.145
192.168.126.7,Gi5/0/24,N/A,785d.c8be.fd11,N/A,192.168.126.234
192.168.126.7,Gi5/0/25,N/A,0080.8285.fc30,N/A,NO_IP
192.168.126.7,Gi5/0/26,N/A,0080.8285.fc31,N/A,10.118.85.198
192.168.126.7,Gi5/0/28,N/A,0018.7dc2.b2a1,N/A,192.168.126.142
192.168.126.7,Gi5/0/29,N/A,b00c.d16f.9fbb,N/A,192.168.126.143
192.168.126.7,Gi5/0/31,N/A,b00c.d16f.04f5,N/A,192.168.126.229
192.168.126.7,Gi5/0/32,N/A,4419.b708.e599,N/A,192.168.126.33
192.168.126.7,Gi5/0/33,N/A,0040.4880.dc7c,N/A,192.168.126.32
192.168.126.7,Gi5/0/34,N/A,0040.4880.dc9a,N/A,192.168.126.31
192.168.126.7,Gi5/0/35,N/A,0040.8c92.eca3,N/A,192.168.126.89
192.168.126.7,Gi5/0/36,N/A,0040.8ca7.4457,N/A,192.168.126.84
192.168.126.7,Gi5/0/37,N/A,0040.8ca7.4460,N/A,192.168.126.82
192.168.126.7,Gi5/0/38,N/A,0040.8ca7.4452,N/A,192.168.126.81
192.168.126.7,Gi5/0/39,N/A,accc.8e20.fec5,N/A,192.168.126.215
192.168.126.7,Gi5/0/40,58ac.7897.6be8,N/A,192.168.127.22,N/A
192.168.126.7,Gi5/0/41,N/A,0022.db00.43b1,N/A,192.168.126.45
192.168.126.7,Gi5/0/42,N/A,0018.7dc2.4651,N/A,192.168.126.158
192.168.126.7,Gi5/0/43,N/A,accc.8e20.feb5,N/A,192.168.126.214
192.168.126.7,Gi5/0/44,N/A,0022.db01.b531,N/A,192.168.126.49
192.168.126.7,Gi5/0/45,N/A,2017.4263.a8a6,N/A,10.2.21.96
192.168.126.7,Gi5/0/46,N/A,84b8.02b5.f6fc,N/A,10.1.100.203
192.168.126.7,Gi5/0/47,N/A,84b8.02b5.f544,N/A,192.168.126.73
192.168.126.7,Gi5/0/48,N/A,a4ba.dbe4.b7ca,N/A,192.168.126.178
192.168.126.7,Gi6/0/2,N/A,accc.8ef7.67ee,N/A,192.168.126.210
192.168.126.7,Gi6/0/3,58ac.784d.5f66,14c9.1304.b2c6,192.168.127.136,192.168.126.166
192.168.126.7,Gi6/0/25,N/A,a823.fea2.fabc,N/A,192.168.126.236
192.168.126.7,Gi6/0/26,N/A,c465.1610.806e,N/A,192.168.126.177
192.168.120.5,Gi1/0/3,N/A,180c.aca0.6de7,N/A,192.168.120.17
192.168.120.5,Gi1/0/4,b4a4.e3d6.073d,1860.24e2.3c5e,192.168.121.162,192.168.120.53
192.168.120.5,Gi1/0/5,0014.f24e.c2f5,0080.64ad.a086,192.168.121.61,192.168.120.155
192.168.120.5,Gi1/0/7,N/A,accc.8e15.3fa7,N/A,192.168.120.168
192.168.120.5,Gi1/0/9,N/A,ccef.489f.fa44,N/A,192.168.121.26
192.168.120.5,Gi1/0/13,N/A,0040.9d71.b822,N/A,192.168.120.38
192.168.120.5,Gi1/0/14,203a.0782.368b,80e8.2c2c.171d,192.168.121.156,192.168.120.59
192.168.120.5,Gi1/0/16,f8b7.e295.6c2b,N/A,192.168.121.154,N/A
192.168.120.5,Gi1/0/17,N/A,6400.f137.c5bd,N/A,192.168.121.10
192.168.120.5,Gi1/0/18,N/A,6400.f137.c3c9,N/A,192.168.121.11
192.168.120.5,Gi1/0/19,N/A,6400.f137.c5d6,N/A,192.168.121.12
192.168.120.5,Gi1/0/20,N/A,ccef.489f.fa67,N/A,192.168.121.13
192.168.120.5,Gi1/0/21,N/A,ccef.489f.fa58,N/A,192.168.121.14
192.168.120.5,Gi1/0/22,N/A,6400.f137.c5c7,N/A,192.168.121.15
192.168.120.5,Gi1/0/23,N/A,ccef.489f.fa7b,N/A,192.168.121.16
192.168.120.5,Gi1/0/24,N/A,ccef.489f.fa62,N/A,192.168.121.17
192.168.120.5,Gi1/0/25,N/A,ccef.489f.fc1f,N/A,192.168.121.18
192.168.120.5,Gi1/0/26,N/A,f0f7.55ae.d66f,N/A,192.168.121.19
192.168.120.5,Gi1/0/27,N/A,ccef.489f.fa6c,N/A,192.168.121.20
192.168.120.5,Gi1/0/28,N/A,ccef.489f.fc8d,N/A,192.168.121.21
192.168.120.5,Gi1/0/29,N/A,6400.f137.c3ce,N/A,192.168.121.22
192.168.120.5,Gi1/0/30,N/A,ccef.489f.fa71,N/A,192.168.121.23
192.168.120.5,Gi1/0/31,682c.7b5c.ad84,1860.24e2.3d12,192.168.121.166,10.1.100.196
192.168.120.5,Gi1/0/32,N/A,0010.8340.f9dc,N/A,10.1.100.55
192.168.120.5,Gi1/0/33,N/A,b08b.cf49.8c98,N/A,192.168.121.54
192.168.120.5,Gi1/0/35,N/A,0018.fea2.c92c,N/A,10.1.100.53
192.168.120.5,Gi1/0/36,34db.fd19.2375,N/A,192.168.121.58,N/A
192.168.120.5,Gi1/0/37,203a.0782.62cd,3ccd.936f.8280,192.168.121.157,192.168.120.54
192.168.120.5,Gi1/0/38,N/A,3ccd.936f.820e,N/A,192.168.120.165
192.168.120.5,Gi1/0/39,N/A,2829.8626.467a,N/A,192.168.120.57
192.168.120.5,Gi1/0/41,N/A,6400.f137.c3c4,N/A,192.168.121.25
192.168.120.5,Gi1/0/42,203a.0782.62ed,N/A,192.168.121.159,N/A
192.168.120.5,Gi1/0/43,N/A,000c.863e.dc2c,N/A,192.168.121.29
192.168.120.5,Gi1/0/44,N/A,0021.d845.d6e1,N/A,192.168.121.27
192.168.120.5,Gi1/0/45,N/A,0040.8ca2.bab9,N/A,10.2.81.195
192.168.120.5,Gi1/0/47,N/A,0040.8ca5.3cbf,N/A,192.168.120.31
192.168.120.5,Gi1/0/48,N/A,0040.8ca7.445a,N/A,192.168.120.32
192.168.120.5,Gi2/0/1,N/A,00a0.a423.8d60,N/A,192.168.120.21
192.168.120.5,Gi2/0/2,N/A,00a0.a423.8d58,N/A,192.168.120.20
192.168.120.5,Gi2/0/3,20bb.c020.b257,3ccd.93cb.a013,192.168.121.57,10.2.56.52
192.168.120.5,Gi2/0/4,0021.5554.bffb,0010.8d03.2059,192.168.121.161,10.2.56.107
192.168.120.5,Gi2/0/7,N/A,0040.8ca3.d2ef,N/A,192.168.120.34
192.168.120.5,Gi2/0/8,b4e9.b0b0.4871,5cff.35c0.4655,192.168.121.55,192.168.120.60
192.168.120.5,Gi2/0/9,N/A,0040.8c91.1133,N/A,192.168.120.35
192.168.120.5,Gi2/0/10,0038.df00.cda0,2017.4263.a85f,192.168.121.56,192.168.120.159
192.168.120.5,Gi2/0/11,N/A,e8d8.d14e.1dcb,N/A,192.168.120.154
192.168.120.5,Gi2/0/12,N/A,0080.a3d7.3634,N/A,10.101.72.20
192.168.120.5,Gi2/0/14,N/A,00e0.4b67.e39e,N/A,10.101.72.135
192.168.120.5,Gi2/0/16,203a.0782.3799,f439.0912.6b99,192.168.121.153,192.168.120.151
192.168.120.5,Gi2/0/20,N/A,84b8.02b8.33b8,N/A,192.168.120.166
192.168.120.5,Gi2/0/21,N/A,0022.db00.20e6,N/A,192.168.120.36
192.168.120.5,Gi2/0/22,N/A,0022.db00.22b2,N/A,192.168.120.37
192.168.120.5,Gi2/0/23,N/A,6400.f137.c5ea,N/A,192.168.121.24
192.168.120.5,Gi2/0/24,203a.0782.623b,3822.e215.baa2,192.168.121.155,192.168.120.55
192.168.120.5,Gi2/0/25,203a.0782.4bb7,0010.8340.adec,192.168.121.158,10.1.100.82
192.168.120.5,Gi2/0/26,203a.0782.5f77,e8d8.d14e.1cea,192.168.121.52,10.1.100.9
192.168.120.5,Gi2/0/28,000f.9069.e0a3,1860.24e2.3d7f,192.168.121.60,192.168.120.58
192.168.120.5,Gi2/0/31,203a.0782.529d,f439.0912.6ed8,192.168.121.53,192.168.120.153
192.168.120.5,Gi2/0/34,N/A,0040.8ca2.bb46,N/A,10.2.81.108
192.168.120.5,Gi2/0/35,N/A,0040.8ca7.4488,N/A,10.2.81.107
192.168.120.5,Gi2/0/36,N/A,0040.8ca7.4df7,N/A,10.2.81.106
192.168.120.5,Gi2/0/37,N/A,0040.8ca7.4313,N/A,10.2.81.103
192.168.120.5,Gi2/0/38,N/A,0040.8ca2.bb44,N/A,10.2.81.102
192.168.120.5,Gi2/0/41,N/A,84b8.02b8.3bbc,N/A,192.168.120.65
192.168.120.5,Gi2/0/42,N/A,84b8.02b5.fa94,N/A,192.168.120.52
192.168.120.5,Gi2/0/45,N/A,84b8.02b3.b788,N/A,192.168.120.157
192.168.120.5,Gi2/0/46,N/A,001f.ca26.ca9a,N/A,192.168.120.156
192.168.120.5,Gi2/0/47,N/A,84b8.02b5.fa2c,N/A,192.168.120.163
192.168.120.5,Gi2/0/48,N/A,84b8.02b5.fad4,N/A,192.168.120.64
192.168.180.5,Gi1/0/1,N/A,0022.db00.47a7,N/A,192.168.180.40
192.168.180.5,Gi1/0/2,N/A,0022.db02.0240,N/A,192.168.180.41
192.168.180.5,Gi1/0/3,N/A,000f.e501.a13d,N/A,192.168.180.241
192.168.180.5,Gi1/0/4,N/A,0022.db02.0487,N/A,192.168.180.42
192.168.180.5,Gi1/0/5,20bb.c020.aa7f,2017.4263.a737,192.168.181.83,192.168.180.192
192.168.180.5,Gi1/0/6,20bb.c020.aa55,0080.64ad.eb55,192.168.181.61,192.168.180.94
192.168.180.5,Gi1/0/7,N/A,0020.4a13.7c8f,N/A,192.168.180.38
192.168.180.5,Gi1/0/8,N/A,74fe.485b.98bd,N/A,192.168.180.177
192.168.180.5,Gi1/0/9,N/A,74fe.4837.6e7d,N/A,10.118.110.125
192.168.180.5,Gi1/0/10,N/A,785d.c8be.fca4,N/A,192.168.180.114
192.168.180.5,Gi1/0/11,N/A,0040.9d6c.e34b,N/A,192.168.180.36
192.168.180.5,Gi1/0/12,N/A,785d.c8be.fd33,N/A,192.168.180.187
192.168.180.5,Gi1/0/13,N/A,b00c.d170.f2af,N/A,192.168.180.180
192.168.180.5,Gi1/0/14,N/A,785d.c8be.fc2d,N/A,192.168.180.183
192.168.180.5,Gi1/0/15,N/A,b00c.d170.f44f,N/A,192.168.180.188
192.168.180.5,Gi1/0/16,20bb.c020.a1ad,14c9.13a7.5dfd,192.168.181.51,192.168.180.195
192.168.180.5,Gi1/0/18,N/A,0040.972a.4784,N/A,NO_IP
192.168.180.5,Gi1/0/19,N/A,0040.972a.4772,N/A,NO_IP
192.168.180.5,Gi1/0/20,6c6c.d3a4.ba00,80e8.2c31.7328,192.168.181.169,192.168.180.117
192.168.180.5,Gi1/0/21,20bb.c020.a67f,14c9.1305.19a2,192.168.181.79,192.168.180.101
192.168.180.5,Gi1/0/23,20bb.c020.a6f5,0080.64ad.e8a7,192.168.181.77,192.168.180.108
192.168.180.5,Gi1/0/25,N/A,d48c.b54e.9854,N/A,192.168.180.169
192.168.180.5,Gi1/0/26,N/A,a0d3.c17d.0eea,N/A,192.168.180.171
192.168.180.5,Gi1/0/27,20bb.c020.b251,N/A,192.168.181.163,N/A
192.168.180.5,Gi1/0/28,N/A,f80d.609b.74d9,N/A,192.168.180.16
192.168.180.5,Gi1/0/29,N/A,f80d.609c.b0f4,N/A,192.168.180.19
192.168.180.5,Gi1/0/30,N/A,3ccd.93c3.1536,N/A,192.168.180.89
192.168.180.5,Gi1/0/31,N/A,0080.64ad.dd76,N/A,192.168.180.126
192.168.180.5,Gi1/0/32,N/A,0080.64ad.deb9,N/A,192.168.180.125
192.168.180.5,Gi1/0/34,N/A,0080.64ad.df0f,N/A,192.168.180.127
192.168.180.5,Gi1/0/35,N/A,0080.64ad.dc56,N/A,192.168.180.93
192.168.180.5,Gi1/0/36,N/A,0080.64ad.df44,N/A,192.168.180.92
192.168.180.5,Gi1/0/37,N/A,0080.64ad.deb4,N/A,192.168.180.124
192.168.180.5,Gi1/0/38,N/A,0080.64ad.dc45,N/A,192.168.180.109
192.168.180.5,Gi1/0/39,20bb.c020.b547,0080.64ad.f8f5,192.168.181.160,192.168.180.181
192.168.180.5,Gi1/0/40,N/A,0080.64ad.fcfb,N/A,192.168.180.102
192.168.180.5,Gi1/0/41,N/A,14c9.13a7.88a3,N/A,192.168.180.103
192.168.180.5,Gi1/0/42,cc70.ed34.1bee,0080.64ad.ebae,192.168.181.165,192.168.180.170
192.168.180.5,Gi1/0/43,20bb.c020.adcf,0080.64ad.ecd3,192.168.181.60,192.168.180.112
192.168.180.5,Gi1/0/44,20bb.c020.adb5,0080.64ad.ecb6,192.168.181.58,192.168.180.189
192.168.180.5,Gi1/0/45,20bb.c020.aa5f,0080.64ad.ec43,192.168.181.67,192.168.180.77
192.168.180.5,Gi1/0/46,4ca6.4dba.c8d4,0080.64ad.fc1e,192.168.181.62,192.168.180.62
192.168.180.5,Gi1/0/47,20bb.c020.a9c5,0080.64ad.dc31,192.168.181.167,192.168.180.116
192.168.180.5,Gi1/0/48,20bb.c020.af45,0080.64ad.ed9a,192.168.181.53,192.168.180.113
192.168.180.5,Gi2/0/1,20bb.c020.a82f,0080.64ad.e178,192.168.181.69,192.168.180.186
192.168.180.5,Gi2/0/2,20bb.c020.a8a5,0080.64ad.ece4,192.168.181.71,192.168.180.74
192.168.180.5,Gi2/0/3,N/A,0080.64ad.fd75,N/A,192.168.180.104
192.168.180.5,Gi2/0/4,20bb.c020.a96f,0080.64ad.ebb3,192.168.181.166,192.168.180.75
192.168.180.5,Gi2/0/5,N/A,0080.64ad.e195,N/A,192.168.180.88
192.168.180.5,Gi2/0/6,20bb.c020.a2ad,14c9.13a7.f6c0,192.168.181.80,192.168.180.105
192.168.180.5,Gi2/0/7,N/A,0080.64ad.de85,N/A,192.168.180.61
192.168.180.5,Gi2/0/8,20bb.c020.8ecc,14c9.1305.1929,192.168.181.54,192.168.180.178
192.168.180.5,Gi2/0/9,N/A,0080.64ad.de01,N/A,192.168.180.185
192.168.180.5,Gi2/0/10,N/A,0080.64ad.dc5a,N/A,192.168.180.120
192.168.180.5,Gi2/0/11,N/A,0080.64ad.deaa,N/A,192.168.180.91
192.168.180.5,Gi2/0/12,N/A,0080.64ad.dfce,N/A,192.168.180.90
192.168.180.5,Gi2/0/13,N/A,0080.64ad.dca4,N/A,192.168.180.55
192.168.180.5,Gi2/0/14,N/A,0080.64ad.f28e,N/A,192.168.180.191
192.168.180.5,Gi2/0/15,N/A,0080.64ad.df92,N/A,192.168.180.56
192.168.180.5,Gi2/0/16,N/A,0080.64ad.e2ba,N/A,192.168.180.57
192.168.180.5,Gi2/0/17,N/A,0080.64ad.e1a0,N/A,192.168.180.58
192.168.180.5,Gi2/0/18,N/A,0080.64ad.e1d4,N/A,192.168.180.59
192.168.180.5,Gi2/0/19,N/A,0080.64ad.dc02,N/A,192.168.180.60
192.168.180.5,Gi2/0/20,N/A,0080.64ad.e270,N/A,192.168.180.197
192.168.180.5,Gi2/0/21,N/A,0080.64ad.deca,N/A,192.168.180.52
192.168.180.5,Gi2/0/22,N/A,0080.64ad.df48,N/A,192.168.180.95
192.168.180.5,Gi2/0/23,N/A,0080.64ad.e288,N/A,192.168.180.87
192.168.180.5,Gi2/0/24,20bb.c020.aa9d,0080.64ad.e0b4,192.168.181.162,192.168.180.99
192.168.180.5,Gi2/0/26,58ac.784d.60d4,14c9.1304.b1f3,192.168.181.59,192.168.180.73
192.168.180.5,Gi2/0/28,20bb.c020.a1cb,0080.64ad.ee1c,192.168.181.92,192.168.180.82
192.168.180.5,Gi2/0/30,N/A,a823.fea2.ecc6,N/A,192.168.180.175
192.168.180.5,Gi2/0/31,20bb.c020.a8b1,0080.64ad.fced,192.168.181.73,192.168.180.190
192.168.180.5,Gi2/0/32,N/A,0080.64ad.e2a7,N/A,192.168.180.63
192.168.180.5,Gi2/0/33,20bb.c020.aa81,0080.64ad.e271,192.168.181.66,192.168.180.81
192.168.180.5,Gi2/0/34,20bb.c020.b2e9,0080.64ad.f875,192.168.181.75,192.168.180.78
192.168.180.5,Gi2/0/36,N/A,0080.64ad.ea2e,N/A,192.168.180.121
192.168.180.5,Gi2/0/37,0014.a8ac.d57c,N/A,192.168.181.87,N/A
192.168.180.5,Gi2/0/38,N/A,74fe.485b.98d2,N/A,192.168.180.80
192.168.180.5,Gi2/0/39,N/A,0080.64ad.e228,N/A,192.168.180.51
192.168.180.5,Gi2/0/40,N/A,0080.64ad.df8e,N/A,192.168.180.54
192.168.180.5,Gi2/0/41,N/A,48ba.4ede.1f72,N/A,192.168.180.86
192.168.180.5,Gi2/0/42,N/A,74fe.4837.6869,N/A,10.118.104.105
192.168.180.5,Gi2/0/43,N/A,74fe.4837.6e50,N/A,10.118.110.80
192.168.180.5,Gi2/0/44,58ac.784d.5f02,14c9.1305.1ae5,192.168.181.57,192.168.180.67
192.168.180.5,Gi2/0/45,N/A,0080.64ad.e28c,N/A,192.168.180.182
192.168.180.5,Gi2/0/47,N/A,74fe.4837.666a,N/A,10.118.102.106
192.168.180.5,Gi3/0/1,5057.a887.7c42,N/A,192.168.181.168,N/A
192.168.180.5,Gi3/0/2,20bb.c020.add3,a823.fea2.ecbf,192.168.181.172,192.168.180.179
192.168.180.5,Gi3/0/3,N/A,c471.fe34.13f4,N/A,192.168.180.83
192.168.180.5,Gi3/0/4,N/A,30f7.0d2e.7ee4,N/A,192.168.180.34
192.168.180.5,Gi3/0/5,N/A,30f7.0d2e.7d85,N/A,192.168.180.79
192.168.180.5,Gi3/0/6,N/A,fc5b.392b.b270,N/A,192.168.180.196
192.168.180.5,Gi3/0/7,N/A,d48c.b53c.40d7,N/A,192.168.180.26
192.168.180.5,Gi3/0/8,N/A,d48c.b575.f341,N/A,192.168.180.193
192.168.180.5,Gi3/0/9,N/A,d48c.b52f.50dd,N/A,192.168.180.33
192.168.180.5,Gi3/0/10,N/A,f07f.06c1.0508,N/A,192.168.180.122
192.168.180.5,Gi3/0/11,N/A,a44c.1184.68e5,N/A,192.168.180.173
192.168.180.5,Gi3/0/12,N/A,d48c.b575.f285,N/A,192.168.180.194
192.168.180.5,Gi3/0/13,N/A,0080.64ad.df93,N/A,192.168.180.53
192.168.180.5,Gi3/0/14,N/A,0080.64ad.df29,N/A,192.168.180.68
192.168.180.5,Gi3/0/15,N/A,0080.64ad.e370,N/A,192.168.180.72
192.168.180.5,Gi3/0/16,N/A,0080.64ad.de9f,N/A,192.168.180.129
192.168.180.5,Gi3/0/17,N/A,0080.64ad.e206,N/A,192.168.180.128
192.168.180.5,Gi3/0/18,N/A,0080.64ad.e209,N/A,192.168.180.71
192.168.180.5,Gi3/0/19,N/A,0080.64ad.dc7c,N/A,192.168.180.64
192.168.180.5,Gi3/0/20,N/A,785d.c882.0c52,N/A,192.168.180.172
192.168.180.5,Gi3/0/21,N/A,0080.64ad.dd7f,N/A,192.168.180.66
192.168.180.5,Gi3/0/22,N/A,0080.64ad.e0ae,N/A,192.168.180.70
192.168.180.5,Gi3/0/23,N/A,0080.64ad.dd9b,N/A,192.168.180.69
192.168.180.5,Gi3/0/24,N/A,0080.64ad.df01,N/A,192.168.180.65
192.168.180.5,Gi4/0/1,20bb.c020.9c4f,N/A,192.168.181.170,N/A
192.168.180.5,Gi4/0/2,7001.b577.30ca,0080.64ad.fc48,192.168.181.171,192.168.180.168
192.168.180.5,Gi4/0/3,N/A,0040.972a.470a,N/A,10.118.71.9
192.168.180.5,Gi4/0/5,N/A,0040.972a.4768,N/A,NO_IP
192.168.180.5,Gi4/0/6,N/A,0040.972a.3fd8,N/A,NO_IP
